Chapter,Poem,Poem_Sub_Ctgry,Poem_Title,Original_Text,Kunyomi_Reading,Kana_Transcription,Notes,Textual_Varients,Matter,Reading_Varient,Kana_len1,Kana_len2
19,4251,4206,還時濱上仰見月光歌一首,之夫多尓乎 指而吾行 此濱尓 月夜安伎氐牟 馬之末時停息,渋谿をさし て我が行く この浜に 月夜飽きてむ 馬しまし止め,しぶたにを さしてわがゆく このはまに つくよあきてむ うましましとめ,守大伴宿祢家持,なし,天平勝宝２年４月１２日 年紀 作者：大伴家持 地名 氷見 富山 道行翮 遊覧,"しぶたにを,[寛]しふたにを,
さしてわがゆく,[寛]さしてわかゆく,
このはまに[寛],
つくよあきてむ,[寛]つきよあきてむ,
うましましとめ,[寛]うましましとめよ,",31,35
19,4252,4207,廿二日贈判官久米朝臣廣縄霍公鳥怨恨歌一首[并短歌],此間尓之氐 曽我比尓所見 和我勢故我 垣都能谿尓 安氣左礼婆 榛之狭枝尓 暮左礼婆 藤之繁美尓 遥々尓 鳴霍公鳥 吾屋戸能 殖木橘 花尓知流 時乎麻<太>之美 伎奈加奈久 曽許波不怨 之可礼杼毛 谷可多頭伎氐 家居有 君之聞都々 追氣奈久毛宇之,ここにして そがひに見ゆる 我が背子が 垣内の谷に 明けされば 榛のさ枝に 夕されば 藤の繁みに はろはろに 鳴く霍公鳥 我が宿の 植木橘 花に散る 時をまだしみ 来鳴かなく そこは恨みず しかれども 谷片付きて 家居れる 君が聞きつつ 告げなくも憂し,ここにして そがひにみゆる わがせこが かきつのたにに あけされば はりのさえだに ゆふされば ふぢのしげみに はろはろに なくほととぎす わがやどの うゑきたちばな はなにちる ときをまだしみ きなかなく そこはうらみず しかれども たにかたづきて いへをれる きみがききつつ つげなくもうし,なし,短歌 [西] 短哥 / 多 -> 太 [類],天平勝宝２年４月２２日 年紀 作者：大伴家持 贈答 動物 植物 久米広縄 恋情,"ここにして[寛],
そがひにみゆる,[寛]そかひにみゆる,
わがせこが,[寛]わかせこか,
かきつのたにに[寛],
あけされば,[寛]あけされは,
はりのさえだに,[寛]ならのさえたに,
ゆふされば,[寛]ゆふされは,
ふぢのしげみに,[寛]ふちのしけみに,
はろはろに,[寛]よりよりに,
なくほととぎす,[寛]なくほとときす,
わがやどの,[寛]わかやとの,
うゑきたちばな,[寛]うえきたちはな,
はなにちる[寛],
ときをまだしみ,[寛]ときをまたしみ,
きなかなく[寛],
そこはうらみず,[寛]そこはうらみす,
しかれども,[寛]しかれとも,
たにかたづきて,[寛]たにかたつきて,
いへをれる,[寛]いへゐせる,
きみがききつつ,[寛]きみかききつつ,
つげなくもうし,[寛]つけなくもうし,",127,147
19,4253,4208,（廿二日贈判官久米朝臣廣縄霍公鳥怨恨歌一首[并短歌]）反歌一首,吾幾許 麻氐騰来不鳴 霍公鳥 比等里聞都追 不告君可母,我がここだ 待てど来鳴か ぬ霍公鳥 ひとり聞きつつ 告げぬ君かも,わがここだ まてどきなかぬ ほととぎす ひとりききつつ つげぬきみかも,なし,なし,天平勝宝２年４月２２日 年紀 作者：大伴家持 贈答 動物 久米広縄 怨恨 恋情,"わがここだ,[寛]わかここた,
まてどきなかぬ,[寛]まてときなかぬ,
ほととぎす,[寛]ほとときす,
ひとりききつつ[寛],
つげぬきみかも,[寛]つかぬきみかも,",31,35
19,4254,4209,詠霍公鳥歌一首[并短歌],多尓知可久 伊敝波乎礼騰母 許太加久氐 佐刀波安礼騰母 保登等藝須 伊麻太伎奈加受 奈久許恵乎 伎可麻久保理登 安志多尓波 可度尓伊氐多知 由布敝尓波 多尓乎美和多之 古布礼騰毛 比等己恵太尓母 伊麻太伎己要受,谷近く 家は居れども 木高くて 里はあれども 霍公鳥 いまだ来鳴かず 鳴く声を 聞かまく欲りと 朝には 門に出で立ち 夕には 谷を見渡し 恋ふれども 一声だにも いまだ聞こえず,たにちかく いへはをれども こだかくて さとはあれども ほととぎす いまだきなかず なくこゑを きかまくほりと あしたには かどにいでたち ゆふへには たにをみわたし こふれども ひとこゑだにも いまだきこえず,（右廿三日<掾>久米朝臣廣縄和）,なし,天平勝宝２年４月２３日 年紀 作者：久米広縄 和歌 大伴家持 贈答 動物,"たにちかく[寛],
いへはをれども,[寛]いへはをれとも,
こだかくて,[寛]こたかくて,
さとはあれども,[寛]さとはあれとも,
ほととぎす,[寛]ほとときす,
いまだきなかず,[寛]いまたきなかす,
なくこゑを[寛],
きかまくほりと[寛],
あしたには[寛],
かどにいでたち,[寛]かとにいてたち,
ゆふへには[寛],
たにをみわたし[寛],
こふれども,[寛]こふれとも,
ひとこゑだにも,[寛]ひとこゑたにも,
いまだきこえず,[寛]いまたきこえす,",91,105
19,4255,4210,（詠霍公鳥歌一首[并短歌]）,敷治奈美乃 志氣里波須疑奴 安志比紀乃 夜麻保登等藝須 奈騰可伎奈賀奴,藤波の茂り は過ぎぬ あしひきの 山霍公鳥など か来鳴かぬ,ふぢなみの しげりはすぎぬ あしひきの やまほととぎす などかきなかぬ,右廿三日<掾>久米朝臣廣縄和,様 -> 掾 [西（訂正右書）][元][文][紀],天平勝宝２年４月２３日 年紀 作者：久米広縄 贈答 和歌 大伴家持 枕詞 動物 植物,"ふぢなみの,[寛]ふちなみの,
しげりはすぎぬ,[寛]しけりはすきぬ,
あしひきの[寛],
やまほととぎす,[寛]やまほとときす,
などかきなかぬ,[寛]なとかきなかぬ,",31,35
19,4256,4211,追同處女墓歌一首[并短歌],古尓 有家流和射乃 久須婆之伎 事跡言継 知努乎登古 宇奈比<壮>子乃 宇都勢美能 名乎競争<登> 玉剋 壽毛須底弖 相争尓 嬬問為家留 Ｄ嬬等之 聞者悲左 春花乃 尓太要盛而 秋葉之 尓保比尓照有 惜 身之壮尚 大夫之 語勞美 父母尓 啓別而 離家 海邊尓出立 朝暮尓 満来潮之 八隔浪尓 靡珠藻乃 節間毛 惜命乎 露霜之 過麻之尓家礼 奥墓乎 此間定而 後代之 聞継人毛 伊也遠尓 思努比尓勢餘等 黄楊小櫛 之賀左志家良之 生而靡有,古に ありけるわざの くすばしき 事と言ひ継ぐ 智渟壮士 菟原壮士の うつせみの 名を争ふと たまきはる 命も捨てて 争ひに 妻問ひしける 処女らが 聞けば悲しさ 春花の にほえ栄えて 秋の葉の にほひに照れる 惜しき 身の盛りすら 大夫の 言いたはしみ 父母に 申し別れて 家離り 海辺に出で立ち 朝夕に 満ち来る潮の 八重波に 靡く玉藻の 節の間も 惜しき命を 露霜の 過ぎましにけれ 奥城を ここと定めて 後の世の 聞き継ぐ人も いや遠に 偲ひにせよと 黄楊小櫛 しか刺しけらし 生ひて靡けり,いにしへに ありけるわざの くすばしき ことといひつぐ ちぬをとこ うなひをとこの うつせみの なをあらそふと たまきはる いのちもすてて あらそひに つまどひしける をとめらが きけばかなしさ はるはなの にほえさかえて あきのはの にほひにてれる あたらしき みのさかりすら ますらをの こといたはしみ ちちははに まをしわかれて いへざかり うみへにいでたち あさよひに みちくるしほの やへなみに なびくたまもの ふしのまも をしきいのちを つゆしもの すぎましにけれ おくつきを こことさだめて のちのよの ききつぐひとも いやとほに しのひにせよと つげをぐし しかさしけらし おひてなびけり,（右五月六日依興大伴宿祢家持作之）,牡 -> 壮 [元][類][文][紀] / 等 -> 登 [元][類][文][紀],天平勝宝２年５月６日 年紀 作者：大伴家持 追同 田辺福麻呂 高橋虫麻呂 依興 物語 兎原娘子 高岡 富山 兵庫 神戸,"いにしへに[寛],
ありけるわざの,[寛]ありけるわさの,
くすばしき,[寛]くすはしき,
ことといひつぐ,[寛]ことといひつき,
ちぬをとこ[寛],
うなひをとこの,[寛]うなひたけをの,
うつせみの[寛],
なをあらそふと[寛],
たまきはる[寛],
いのちもすてて[寛],
あらそひに,[寛]あらそふに,
つまどひしける,[寛]つまとひしける,
をとめらが,[寛]をとめらか,
きけばかなしさ,[寛]きけはかなしさ,
はるはなの[寛],
にほえさかえて[寛],
あきのはの[寛],
にほひにてれる[寛],
あたらしき,[寛]をしきみの,
みのさかりすら,[寛]みのさかりなる,
ますらをの[寛],
こといたはしみ[寛],
ちちははに[寛],
まをしわかれて,[寛]まうしわかれて,
いへざかり,[寛]いへさかり,
うみへにいでたち,[寛]へたにいてたち,
あさよひに,[寛]あさゆふに,
みちくるしほの[寛],
やへなみに[寛],
なびくたまもの,[寛]なひくたまもの,
ふしのまも,[寛]つかのまも,
をしきいのちを[寛],
つゆしもの[寛],
すぎましにけれ,[寛]すきましにける,
おくつきを[寛],
こことさだめて,[寛]ここまさためて,
のちのよの[寛],
ききつぐひとも,[寛]ききつくひとも,
いやとほに[寛],
しのひにせよと[寛],
つげをぐし,[寛]つけをくし,
しかさしけらし,[寛]しかさしならし,
おひてなびけり,[寛]おひてなひけり,",260,302
19,4257,4212,（追同處女墓歌一首[并短歌]）,乎等女等之 後<乃>表跡 黄楊小櫛 生更生而 靡家良思母,娘子らが 後の標と黄楊 小櫛生 ひ変り生ひて 靡きけらしも,をとめらが のちのしるしと つげをぐし おひかはりおひて なびきけらしも,右五月六日依興大伴宿祢家持作之,能 -> 乃 [元][類][古],天平勝宝２年５月６日 年紀 作者：大伴家持 植物 物語 追同 田辺福麻呂 高橋虫麻呂 依興 兎原娘子 物語,"をとめらが,[寛]をとめらか,
のちのしるしと[寛],
つげをぐし,[寛]つけをくし,
おひかはりおひて[寛],
なびきけらしも,[寛]なひきけらしも,",32,36
19,4258,4213,なし,安由乎疾 奈呉<乃>浦廻尓 与須流浪 伊夜千重之伎尓 戀<度>可母,東風をいたみ 奈呉の浦廻に 寄する波 いや千重しきに 恋ひわたるかも,あゆをいたみ なごのうらみに よするなみ いやちへしきに こひわたるかも,右一首贈京丹比家,能 -> 乃 [元][類][古] / 渡 -> 度 [元][類],天平勝宝２年５月 年紀 作者：大伴家持 地名 高岡 富山 序詞 望郷 贈答 丹比家,"あゆをいたみ[寛],
なごのうらみに,[寛]なこのうらわに,
よするなみ[寛],
いやちへしきに[寛],
こひわたるかも[寛],",32,36
19,4259,4214,挽歌一首[并短歌],天地之 初時従 宇都曽美能 八十伴男者 大王尓 麻都呂布物跡 定有 官尓之在者 天皇之 命恐 夷放 國乎治等 足日木 山河阻 風雲尓 言者雖通 正不遇 日之累者 思戀 氣衝居尓 玉桙之 道来人之 傳言尓 吾尓語良久 波之伎餘之 君者比来 宇良佐備弖 嘆息伊麻須 世間之 猒家口都良家苦 開花毛 時尓宇都呂布 宇都勢美毛 <无>常阿里家利 足千根之 御母之命 何如可毛 時之波将有乎 真鏡 見礼杼母不飽 珠緒之 惜盛尓 立霧之 失去如久 置露之 消去之如 玉藻成 靡許伊臥 逝水之 留不得常 枉言哉 人之云都流 逆言乎 人之告都流 梓<弓> <弦>爪夜音之 遠音尓毛 聞者悲弥 庭多豆水 流涕 留可祢都母,天地の 初めの時ゆ うつそみの 八十伴の男は 大君に まつろふものと 定まれる 官にしあれば 大君の 命畏み 鄙離る 国を治むと あしひきの 山川へだて 風雲に 言は通へど 直に逢はず 日の重なれば 思ひ恋ひ 息づき居るに 玉桙の 道来る人の 伝て言に 我れに語らく はしきよし 君はこのころ うらさびて 嘆かひいます 世間の 憂けく辛けく 咲く花も 時にうつろふ うつせみも 常なくありけり たらちねの 御母の命 何しかも 時しはあらむを まそ鏡 見れども飽かず 玉の緒の 惜しき盛りに 立つ霧の 失せぬるごとく 置く露の 消ぬるがごとく 玉藻なす 靡き臥い伏し 行く水の 留めかねつと たはことか 人の言ひつる およづれか 人の告げつる 梓弓 爪引く夜音の 遠音にも 聞けば悲しみ にはたづみ 流るる涙 留めかねつも,あめつちの はじめのときゆ うつそみの やそとものをは おほきみに まつろふものと さだまれる つかさにしあれば おほきみの みことかしこみ ひなざかる くにををさむと あしひきの やまかはへだて かぜくもに ことはかよへど ただにあはず ひのかさなれば おもひこひ いきづきをるに たまほこの みちくるひとの つてことに われにかたらく はしきよし きみはこのころ うらさびて なげかひいます よのなかの うけくつらけく さくはなも ときにうつろふ うつせみも つねなくありけり たらちねの みははのみこと なにしかも ときしはあらむを まそかがみ みれどもあかず たまのをの をしきさかりに たつきりの うせぬるごとく おくつゆの けぬるがごとく たまもなす なびきこいふし ゆくみづの とどめかねつと たはことか ひとのいひつる およづれか ひとのつげつる あづさゆみ つまびくよおとの とほおとにも きけばかなしみ にはたづみ ながるるなみた とどめかねつも,（右大伴宿祢家持弔聟南右大臣家藤原二郎之喪慈母患也 五月廿七日）,無 -> 无 [元][類] / 弧 -> 弓弦 [西（訂正頭書）],天平勝宝２年５月２７日 年紀 作者：大伴家持 挽歌 枕詞 悲別 哀悼 藤原久須麻呂母 贈答 高岡 富山,"あめつちの[寛],
はじめのときゆ,[寛]はしめのときに,
うつそみの[寛],
やそとものをは[寛],
おほきみに[寛],
まつろふものと[寛],
さだまれる,[寛]さためたる,
つかさにしあれば,[寛]つかさにしあれは,
おほきみの,[寛]すめろきの,
みことかしこみ[寛],
ひなざかる,[寛]ひなさかる,
くにををさむと,[寛]くにをおさむと,
あしひきの[寛],
やまかはへだて,[寛]やまかはへたて,
かぜくもに,[寛]かせくもに,
ことはかよへど,[寛]ことはかよへと,
ただにあはず,[寛]たたにあはす,
ひのかさなれば,[寛]ひのかさなれは,
おもひこひ[寛],
いきづきをるに,[寛]いきつきをるに,
たまほこの[寛],
みちくるひとの,[寛]みちゆきひとの,
つてことに[寛],
われにかたらく[寛],
はしきよし[寛],
きみはこのころ[寛],
うらさびて,[寛]うらさひて,
なげかひいます,[寛]なけきそいます,
よのなかの[寛],
うけくつらけく[寛],
さくはなも[寛],
ときにうつろふ[寛],
うつせみも[寛],
つねなくありけり[寛],
たらちねの[寛],
みははのみこと,[寛]おものみことの,
なにしかも[寛],
ときしはあらむを[寛],
まそかがみ,[寛]まそかかみ,
みれどもあかず,[寛]みれともあかす,
たまのをの[寛],
をしきさかりに[寛],
たつきりの[寛],
うせぬるごとく,[寛]うせゆくことく,
おくつゆの[寛],
けぬるがごとく,[寛]きえゆくかこと,
たまもなす[寛],
なびきこいふし,[寛]なひきこいふし,
ゆくみづの,[寛]ゆくみつの,
とどめかねつと,[寛]ととめもえすと,
たはことか,[寛]まかことや,
ひとのいひつる[寛],
およづれか,[寛]さかことを,
ひとのつげつる,[寛]ひとのつけつる,
あづさゆみ,[寛]あつさゆみ,
つまびくよおとの,[寛]つまよるおとの,
とほおとにも[寛],
きけばかなしみ,[寛]きけはかなしみ,
にはたづみ,[寛]にはたつみ,
ながるるなみた,[寛]なかるるなみた,
とどめかねつも,[寛]ととめかねつも,",373,433
19,4260,4215,（挽歌一首[并短歌]）反歌二首,遠音毛 君之痛念跡 聞都礼婆 哭耳所泣 相念吾者,遠音にも 君が嘆くと聞き つれば 哭のみし泣かゆ 相思ふ我れは,とほとにも きみがなげくと ききつれば ねのみしなかゆ あひおもふわれは,（右大伴宿祢家持弔聟南右大臣家藤原二郎之喪慈母患也 五月廿七日）,なし,天平勝宝２年５月２７日 年紀 作者：大伴家持 挽歌 悲別 哀悼 藤原久須麻呂母 贈答 高岡 富山,"とほとにも,[寛]とほおとにも,
きみがなげくと,[寛]きみかなけくと,
ききつれば,[寛]ききつれは,
ねのみしなかゆ,[寛]ねにのみとかる,
あひおもふわれは[寛],",32,36
19,4261,4216,（（挽歌一首[并短歌]）反歌二首）,世間之 <无>常事者 知良牟乎 情盡莫 大夫尓之氐,世間の常 なきことは 知るらむ を心尽くすな 大夫にして,よのなかの つねなきことは しるらむを こころつくすな ますらをにして,右大伴宿祢家持弔聟南右大臣家藤原二郎之喪慈母患也 五月廿七日,無 -> 无 [元][類],天平勝宝２年５月２７日 年紀 作者：大伴家持 挽歌 悲別 哀悼 藤原久須麻呂母 贈答 高岡 富山,"よのなかの[寛],
つねなきことは[寛],
しるらむを[寛],
こころつくすな[寛],
ますらをにして[寛],",31,35
19,4262,4217,霖雨へ日作歌一首,宇能花乎 令腐霖雨之 始水<邇> 縁木積成 将因兒毛我母,卯の花を 腐す長雨の始 水に寄る 木屑なす寄ら む子もがも,うのはなを くたすながめの みづはなに よるこつみなす よらむこもがも,（右二首五月）,逝 -> 邇 [代匠記初稿本],天平勝宝２年５月 年紀 作者：大伴家持 植物 序詞 恋情 鬱屈 高岡 富山,"うのはなを[寛],
くたすながめの,[寛]くたすなかめの,
みづはなに,[寛]みつはなに,
よるこつみなす,[寛]よるこつみなし,
よらむこもがも,[寛]よらむこもかも,",31,35
19,4263,4218,見漁夫火光歌一首,鮪衝等 海人之燭有 伊射里火之 保尓可将出 吾之下念乎,鮪突くと 海人の灯せる 漁り火の秀 にか出ださむ 我が下思ひを,しびつくと あまのともせる いざりひの ほにかいださむ わがしたもひを,右二首五月,なし,天平勝宝２年５月 年紀 作者：大伴家持 恋情 序詞 高岡 富山,"しびつくと,[寛]しひつくと,
あまのともせる[寛],
いざりひの,[寛]いさりひの,
ほにかいださむ,[寛]ほにかいてなむ,
わがしたもひを,[寛]わかしたおもひを,",31,35
19,4264,4219,なし,吾屋戸之 芽子開尓家理 秋風之 将吹乎待者 伊等遠弥可母,我が宿の 萩咲きにけり 秋風の吹か むを待たばい と遠みかも,わがやどの はぎさきにけり あきかぜの ふかむをまたば いととほみかも,右一首六月十五日見芽子早花作之,なし,天平勝宝２年６月１５日 年紀 作者：大伴家持 植物 高岡 富山,"わがやどの,[寛]わかやとの,
はぎさきにけり,[寛]はきさきにけり,
あきかぜの,[寛]あきかせの,
ふかむをまたば,[寛]ふかむをまたは,
いととほみかも[寛],",31,35
19,4265,4220,従京師来贈歌一首[并短歌],和多都民能 可味能美許等乃 美久之宜尓 多久波比於伎氐 伊都久等布 多麻尓末佐里氐 於毛敝里之 安我故尓波安礼騰 宇都世美乃 与能許等和利等 麻須良乎能 比伎能麻尓麻仁 之奈謝可流 古之地乎左之氐 波布都多能 和可礼尓之欲理 於吉都奈美 等乎牟麻欲妣伎 於保夫祢能 由久良々々々耳 於毛可宜尓 毛得奈民延都々 可久古非婆 意伊豆久安我未 氣太志安倍牟可母,海神の 神の命の み櫛笥に 貯ひ置きて 斎くとふ 玉にまさりて 思へりし 我が子にはあれど うつせみの 世の理と 大夫の 引きのまにまに しなざかる 越道をさして 延ふ蔦の 別れにしより 沖つ波 とをむ眉引き 大船の ゆくらゆくらに 面影に もとな見えつつ かく恋ひば 老いづく我が身 けだし堪へむかも,わたつみの かみのみことの みくしげに たくはひおきて いつくとふ たまにまさりて おもへりし あがこにはあれど うつせみの よのことわりと ますらをの ひきのまにまに しなざかる こしぢをさして はふつたの わかれにしより おきつなみ とをむまよびき おほぶねの ゆくらゆくらに おもかげに もとなみえつつ かくこひば おいづくあがみ けだしあへむかも,（右二首大伴氏坂上郎女賜女子大嬢也）,なし,天平勝宝２年 年紀 作者：坂上郎女 贈答 坂上大嬢 枕詞 恋情,"わたつみの[寛],
かみのみことの[寛],
みくしげに,[寛]みくしけに,
たくはひおきて[寛],
いつくとふ[寛],
たまにまさりて[寛],
おもへりし[寛],
あがこにはあれど,[寛]あかこにはあれと,
うつせみの[寛],
よのことわりと[寛],
ますらをの[寛],
ひきのまにまに[寛],
しなざかる,[寛]しなさかる,
こしぢをさして,[寛]こしちをさして,
はふつたの[寛],
わかれにしより[寛],
おきつなみ[寛],
とをむまよびき,[寛]とをむまよひき,
おほぶねの,[寛]おほふねの,
ゆくらゆくらに[寛],
おもかげに,[寛]おもかけに,
もとなみえつつ[寛],
かくこひば,[寛]かくこひは,
おいづくあがみ,[寛]おいつくあかみ,
けだしあへむかも,[寛]けたしあへむかも,",153,177
19,4266,4221,（従京師来贈歌一首[并短歌]）反歌一首,可久婆可里 古<非>之久志安良婆 末蘇可我美 弥奴比等吉奈久 安良麻之母能乎,かくばかり 恋しくしあら ばまそ鏡見 ぬ日時なく あらましものを,かくばかり こひしくしあらば まそかがみ みぬひときなく あらましものを,右二首大伴氏坂上郎女賜女子大嬢也,悲 -> 非 [元][類][紀],天平勝宝２年 年紀 作者：坂上郎女 贈答 坂上大嬢 枕詞 恋情,"かくばかり,[寛]かくはかり,
こひしくしあらば,[寛]こひしくしあらは,
まそかがみ,[寛]まそかかみ,
みぬひときなく[寛],
あらましものを[寛],",32,36
19,4267,4222,九月三日宴歌二首,許能之具礼 伊多久奈布里曽 和藝毛故尓 美勢牟我多米尓 母美知等里氐牟,このしぐれ いたくな降り そ我妹子に 見せむがため に黄葉取りてむ,このしぐれ いたくなふりそ わぎもこに みせむがために もみちとりてむ,右一首<掾>久米朝臣廣縄作之,様 -> 掾 [西（訂正右書）][元][文][紀],天平勝宝２年９月３日 年紀 作者：久米広縄 宴席 高岡 富山,"このしぐれ,[寛]このしくれ,
いたくなふりそ[寛],
わぎもこに,[寛]わきもこに,
みせむがために,[寛]みせむかために,
もみちとりてむ[寛],",31,35
19,4268,4223,（九月三日宴歌二首）,安乎尓与之 奈良比等美牟登 和我世故我 之米家牟毛美知 都知尓於知米也毛,あをによし 奈良人見む と我が背子 が標けむ黄葉 地に落ちめやも,あをによし ならひとみむと わがせこが しめけむもみち つちにおちめやも,右一首守大伴宿祢家持作之,なし,天平勝宝２年９月３日 年紀 作者：大伴家持 枕詞 高岡 富山,"あをによし[寛],
ならひとみむと[寛],
わがせこが,[寛]わかせこか,
しめけむもみち[寛],
つちにおちめやも[寛],",32,36
19,4269,4224,なし,朝霧之 多奈引田為尓 鳴鴈乎 留得哉 吾屋戸能波義,朝霧の たなびく田居に 鳴く雁を 留め得むか も我が宿の萩,あさぎりの たなびくたゐに なくかりを とどめえむかも わがやどのはぎ,右一首歌者幸於芳野宮之時藤原皇后御作 但年月未審詳 十月五日河邊朝臣東人傳誦云尓,后 [西（右書）] 后宮,天平勝宝２年１０月５日 年紀 作者：光明皇后 伝承 誦詠 河辺東人 吉野 動物 植物 古歌 高岡 富山,"あさぎりの,[寛]あさきりの,
たなびくたゐに,[寛]たなひくたゐに,
なくかりを[寛],
とどめえむかも,[寛]ととめえてむや,
わがやどのはぎ,[寛]わかやとのはき,",31,35
19,4270,4225,なし,足日木之 山黄葉尓 四頭久相而 将落山道乎 公之超麻久,あしひき の山の黄葉に しづくあひて 散らむ山道を 君が越えまく,あしひきの やまのもみちに しづくあひて ちらむやまぢを きみがこえまく,右一首同月十六日餞之朝集使少目秦伊美吉石竹時守大伴宿祢家持作之,なし,天平勝宝２年１０月１６日 年紀 作者：大伴家持 枕詞 植物 餞別 旅立ち 出発 秦石竹 高岡 富山,"あしひきの[寛],
やまのもみちに[寛],
しづくあひて,[寛]しつくあひて,
ちらむやまぢを,[寛]ちらむやまちを,
きみがこえまく,[寛]きみかこえまく,",32,36
19,4271,4226,雪日作歌一首,此雪之 消遺時尓 去来歸奈 山橘之 實光毛将見,この雪の 消残る時に いざ行か な山橘の実の 照るも見む,このゆきの けのこるときに いざゆかな やまたちばなの みのてるもみむ,右一首十二月大伴宿祢家持作之,なし,天平勝宝２年１２月 年紀 作者：大伴家持 植物 高岡 富山,"このゆきの[寛],
けのこるときに[寛],
いざゆかな,[寛]いさゆかな,
やまたちばなの,[寛]やまたちはなの,
みのてるもみむ[寛],",31,35
19,4272,4227,なし,大殿之 此廻之 雪莫踏祢 數毛 不零雪曽 山耳尓 零之雪曽 由米縁勿 人哉莫履祢 雪者,大殿の この廻りの 雪な踏みそね しばしばも 降らぬ雪ぞ 山のみに 降りし雪ぞ ゆめ寄るな 人やな踏みそね 雪は,おほとのの このもとほりの ゆきなふみそね しばしばも ふらぬゆきぞ やまのみに ふりしゆきぞ ゆめよるな ひとやなふみそね ゆきは,（右二首歌者三形沙弥承贈左大臣藤原北卿之語作誦之也 聞之傳者笠朝臣子君 復後傳讀者越中國<掾>久米朝臣廣縄是也）,なし,天平勝宝２年 年紀 作者：三形沙弥 藤原房前 笠子君 久米広縄 伝誦 予祝 寿歌 宮廷 高岡 富山 古歌,"おほとのの[寛],
このもとほりの[寛],
ゆきなふみそね[寛],
しばしばも,[寛]しはしはも,
ふらぬゆきぞ,[寛]ふらさるゆきそ,
やまのみに[寛],
ふりしゆきぞ,[寛]ふらししゆきそ,
ゆめよるな[寛],
ひとやなふみそね[寛],
ゆきは[寛],",57,66
19,4273,4228,反歌一首,有都々毛 御見多麻波牟曽 大殿乃 此母等保里能 雪奈布美曽祢,ありつつ も見したまはむ ぞ大殿 のこの廻りの 雪な踏みそね,ありつつも めしたまはむぞ おほとのの このもとほりの ゆきなふみそね,右二首歌者三形沙弥承贈左大臣藤原北卿之語作誦之也 聞之傳者笠朝臣子君 復後傳讀者越中國<掾>久米朝臣廣縄是也,作 [元] 依 / 様 -> 掾 [元][文][紀],天平勝宝２年 年紀 作者：三形沙弥 藤原房前 笠子君 久米広縄 伝誦 予祝 寿歌 宮廷 高岡 富山 古歌,"ありつつも[寛],
めしたまはむぞ,[寛]めしたまはむそ,
おほとのの[寛],
このもとほりの[寛],
ゆきなふみそね[寛],",31,35
19,4274,4229,天平勝寶三年,新 年之初者 弥年尓 雪踏平之 常如此尓毛我,新しき年 の初めは いや年に 雪踏み平し常 かくにもが,あらたしき としのはじめは いやとしに ゆきふみならし つねかくにもが,右一首歌者 正月二日守舘集宴 於時零雪殊多積有四尺焉 即主人大伴宿祢家持作此歌也,我 [元] 義,天平勝宝３年１月２日 年紀 作者：大伴家持 寿歌 予祝 宴席 高岡 富山,"あらたしき[寛],
としのはじめは,[寛]としのはしめは,
いやとしに[寛],
ゆきふみならし[寛],
つねかくにもが,[寛]つねかくにもか,",31,35
19,4275,4230,なし,落雪乎 腰尓奈都美弖 参来之 印毛有香 年之初尓,降る雪を 腰になづみて 参ゐて 来し験もある か年の初めに,ふるゆきを こしになづみて まゐてこし しるしもあるか としのはじめに,右一首三日會集介内蔵忌寸縄麻呂之舘宴樂時大伴宿祢家持作之,なし,天平勝宝３年１月３日 年紀 作者：大伴家持 寿歌 予祝 宴席 内蔵縄麻呂 高岡 富山,"ふるゆきを[寛],
こしになづみて,[寛]こしになつみて,
まゐてこし,[寛]まゐりこし,
しるしもあるか[寛],
としのはじめに,[寛]としのはしめに,",31,35
19,4276,4231,于時積雪彫成重巌之起奇巧綵發草樹之花 属此<掾>久米朝臣廣縄作歌一首,奈泥之故波 秋咲物乎 君宅之 雪巌尓 左家理家流可母,なでしこ は秋咲くもの を君が家の 雪の巌に咲け りけるかも,なでしこは あきさくものを きみがいへの ゆきのいはほに さけりけるかも,なし,様 -> 掾 [元][文][紀],天平勝宝３年１月３日 年紀 作者：久米広縄 植物 宴席 見立賸 内蔵縄麻呂 高岡 富山,"なでしこは,[寛]なてしこは,
あきさくものを[寛],
きみがいへの,[寛]きみかいへの,
ゆきのいはほに,[寛]ゆきはいはほに,
さけりけるかも[寛],",32,36
19,4277,4232,遊行女婦蒲生娘子歌一首,雪嶋 巌尓殖有 奈泥之故波 千世尓開奴可 君之挿頭尓,雪の嶋巌 に植ゑたる なでしこは千代 に咲かぬか 君がかざしに,ゆきのしま いはほにうゑたる なでしこは ちよにさかぬか きみがかざしに,なし,なし,天平勝宝３年１月３日 年紀 作者：遊行女婦蒲生 宴席 寿歌 植物 見立賸 内蔵縄麻呂 高岡 富山,"ゆきのしま,[寛]ゆきしまの,
いはほにうゑたる,[寛]いはほにおふる,
なでしこは,[寛]なてしこは,
ちよにさかぬか,[寛]ちよにさきぬか,
きみがかざしに,[寛]きみかかさしに,",32,36
